id_estoque,ingrediente,quantidade,unidade
3092,Chocolate,86.51,L
5215,Farinha,57.31,g
4835,Canela,78.84,g
9607,Mel,22.2,kg
214,Canela,75.56,ml
12,Canela,78.99,g
4980,Mel,63.45,ml
3381,Chocolate,26.21,L
5899,Café,99.81,ml
5040,Chocolate,83.41,ml
8418,Leite,12.94,kg
4369,Canela,22.6,g
4218,Farinha,27.73,L
5883,Farinha,8.58,L
3526,Farinha,62.19,L
514,Café,20.13,kg
4045,Canela,44.58,kg
5203,Canela,65.02,g
4345,Mel,52.73,L
8795,Leite,20.33,ml
9313,Mel,59.6,L
2950,Leite,90.75,g
2382,Leite,81.14,ml
3793,Canela,4.23,ml
2956,Farinha,20.3,g
424,Leite,29.35,ml
420,Açúcar,46.72,g
5316,Chocolate,8.85,g
7568,Café,6.57,ml
6806,Açúcar,94.51,ml
7660,Farinha,31.02,ml
7805,Leite,42.02,g
9519,Leite,54.08,ml
9455,Açúcar,16.36,g
7659,Leite,68.96,kg
1476,Chocolate,96.33,kg
2071,Leite,8.81,ml
5880,Leite,94.14,L
7435,Açúcar,66.95,L
7240,Açúcar,87.62,g
5438,Chocolate,96.09,L
1627,Açúcar,90.71,g
3045,Farinha,20.06,ml
8569,Canela,8.85,L
2155,Farinha,65.2,kg
1071,Canela,63.84,kg
1684,Chocolate,13.56,g
5550,Canela,6.26,L
4248,Farinha,57.97,g
8990,Açúcar,43.95,L
1290,Leite,30.15,L
8819,Leite,29.99,g
7495,Café,90.18,ml
1119,Mel,90.62,g
6931,Açúcar,65.96,L
1995,Leite,31.56,g
1206,Farinha,32.94,g
5380,Mel,43.91,ml
2196,Chocolate,93.99,g
4753,Chocolate,97.86,L
4578,Chocolate,95.5,kg
637,Café,18.02,kg
5646,Açúcar,1.36,L
417,Canela,39.17,kg
8907,Mel,70.69,ml
4010,Café,54.42,kg
2915,Mel,84.5,L
3448,Leite,38.89,ml
1585,Açúcar,42.62,ml
9346,Mel,14.92,ml
9822,Canela,69.33,L
1274,Açúcar,44.07,g
3668,Chocolate,50.37,g
6689,Chocolate,62.82,kg
2,Café,89.61,g
1067,Chocolate,12.11,L
6712,Chocolate,27.36,L
3732,Açúcar,60.31,kg
2299,Chocolate,2.49,ml
9816,Café,29.49,L
2591,Mel,7.98,L
5700,Leite,55.33,ml
4755,Canela,28.13,kg
3605,Farinha,85.83,ml
990,Chocolate,36.46,kg
2122,Mel,36.88,L
7032,Café,42.4,ml
968,Canela,91.42,g
6131,Café,38.21,L
5090,Chocolate,60.84,L
8915,Mel,26.15,kg
793,Farinha,62.51,L
1552,Canela,85.5,L
2598,Canela,44.17,L
2739,Açúcar,36.38,ml
5973,Mel,55.54,g
3826,Café,31.62,kg
88,Farinha,67.93,ml
5545,Canela,59.5,kg
6542,Farinha,84.2,L
6330,Mel,29.97,g
9880,Chocolate,23.31,kg
2088,Café,43.96,kg
5231,Chocolate,59.31,g
2112,Café,54.9,kg
6613,Café,58.95,g
3077,Leite,14.19,L
7468,Leite,27.96,ml
1721,Café,44.4,L
9506,Leite,16.25,g
270,Farinha,28.69,L
1793,Café,35.95,g
6709,Chocolate,97.46,g
1714,Mel,52.11,ml
7365,Canela,25.17,g
9795,Leite,53.83,g
634,Chocolate,77.68,ml
7689,Farinha,15.95,g
2989,Café,28.26,kg
7682,Farinha,92.76,L
8612,Café,88.35,L
4823,Farinha,75.71,ml
6788,Café,9.8,kg
2135,Leite,70.34,g
8980,Leite,51.81,g
9591,Leite,35.79,ml
6855,Leite,82.85,kg
4944,Canela,5.08,kg
7999,Mel,76.82,L
5308,Café,69.36,L
2733,Canela,68.06,ml
7400,Farinha,27.02,L
1968,Farinha,51.96,kg
3213,Chocolate,5.52,g
5460,Mel,71.96,kg
3177,Farinha,65.39,ml
7507,Leite,67.06,L
317,Café,74.62,kg
9859,Canela,33.05,kg
5427,Canela,85.49,ml
9760,Farinha,80.84,ml
5576,Mel,55.71,ml
2835,Leite,32.38,kg
6580,Mel,5.2,ml
6273,Chocolate,3.49,g
7182,Café,18.66,kg
8577,Farinha,85.42,ml
6406,Chocolate,5.98,L
8666,Café,82.08,kg
4011,Café,80.77,kg
156,Leite,85.65,kg
3142,Mel,3.28,ml
2997,Chocolate,8.58,g
4895,Farinha,69.89,kg
7323,Café,47.96,ml
7944,Chocolate,32.21,L
3995,Leite,35.54,g
827,Açúcar,83.03,g
8590,Café,85.87,L
2816,Açúcar,11.96,kg
4894,Mel,76.93,ml
776,Açúcar,47.38,L
3189,Açúcar,2.68,L
615,Açúcar,98.61,kg
9559,Café,45.0,kg
688,Farinha,48.19,g
9970,Açúcar,68.85,L
8890,Café,99.97,ml
34,Açúcar,77.7,ml
1846,Mel,26.78,ml
3627,Café,77.84,L
7942,Café,24.47,g
2354,Café,79.11,g
1971,Açúcar,38.0,kg
4430,Leite,93.76,ml
7781,Mel,24.52,L
2804,Canela,23.69,kg
3390,Açúcar,68.36,L
545,Farinha,31.03,L
580,Chocolate,20.61,ml
5660,Café,39.14,L
3954,Canela,51.46,L
5877,Chocolate,60.97,g
9597,Canela,26.76,kg
4764,Café,31.35,ml
4154,Canela,41.57,ml
5629,Canela,32.79,ml
6076,Leite,76.29,kg
8204,Açúcar,89.05,kg
3637,Mel,77.76,L
4958,Chocolate,65.63,kg
5811,Leite,19.09,kg
8841,Mel,36.15,g
1323,Mel,69.37,kg
2402,Farinha,66.64,g
4673,Canela,54.9,kg
5822,Chocolate,49.14,g
1836,Farinha,13.88,kg
3361,Leite,89.34,kg
2488,Chocolate,61.5,kg
3356,Farinha,96.74,ml
319,Canela,80.92,L
5184,Açúcar,10.91,ml
2538,Açúcar,57.04,ml
1436,Mel,36.99,kg
5757,Açúcar,89.48,kg
4046,Canela,53.83,kg
9858,Canela,71.47,g
1863,Canela,8.19,ml
5535,Chocolate,57.9,L
8145,Farinha,36.71,g
5158,Açúcar,2.9,kg
6180,Café,41.49,g
2417,Leite,28.01,kg
4961,Leite,91.02,L
7115,Leite,50.45,g
7135,Café,68.21,kg
2900,Açúcar,68.52,L
2802,Mel,32.25,L
3662,Açúcar,89.07,L
6641,Farinha,4.44,kg
3498,Leite,75.83,kg
305,Leite,3.91,L
6645,Farinha,28.3,ml
695,Café,79.34,L
4327,Farinha,59.85,ml
1291,Leite,60.46,kg
4880,Farinha,15.59,kg
9764,Mel,37.73,L
1489,Farinha,27.67,ml
3163,Chocolate,53.92,kg
6106,Chocolate,45.94,L
808,Leite,1.94,ml
7233,Leite,2.25,L
9833,Café,26.14,g
6376,Café,78.54,ml
6684,Chocolate,10.9,g
7496,Farinha,69.79,kg
2485,Leite,47.04,L
2647,Açúcar,58.46,L
5114,Canela,66.05,kg
4479,Leite,61.51,ml
880,Mel,69.83,kg
1786,Chocolate,60.99,g
9615,Chocolate,92.21,kg
7066,Mel,7.3,g
3779,Leite,18.48,L
4166,Açúcar,21.97,L
5145,Chocolate,73.38,g
5113,Farinha,26.09,g
6647,Leite,89.8,kg
7501,Canela,15.95,g
4989,Café,8.44,ml
1484,Açúcar,73.3,ml
3762,Canela,52.16,g
5244,Café,61.64,g
4890,Canela,78.52,kg
1568,Chocolate,19.06,L
3748,Açúcar,91.11,g
4749,Café,18.68,ml
6393,Café,58.63,L
6064,Chocolate,62.32,ml
7024,Farinha,21.25,L
1412,Açúcar,72.79,ml
9068,Café,82.73,g
4817,Açúcar,81.11,L
4853,Chocolate,70.19,g
2725,Canela,42.86,L
3683,Farinha,34.0,g
4116,Leite,93.19,L
3981,Chocolate,34.16,g
3443,Farinha,78.97,g
4648,Leite,79.72,g
2649,Leite,4.74,ml
2668,Canela,78.16,kg
8284,Canela,33.8,L
5752,Chocolate,59.18,L
9883,Canela,78.88,g
2821,Café,62.32,kg
8807,Café,71.47,kg
1882,Açúcar,92.75,ml
7433,Mel,22.91,L
248,Chocolate,81.05,ml
5668,Café,96.12,ml
9420,Chocolate,6.5,kg
207,Canela,79.57,L
8539,Café,13.97,g
8787,Mel,70.79,L
7339,Café,51.64,L
6000,Chocolate,83.26,kg
2713,Farinha,10.66,g
678,Açúcar,41.36,L
5131,Açúcar,13.26,L
171,Chocolate,46.42,kg
2701,Chocolate,28.46,kg
9633,Canela,7.0,g
1538,Leite,43.37,ml
8880,Canela,38.97,ml
4178,Mel,72.79,L
8432,Café,28.63,g
3187,Açúcar,47.68,ml
6506,Canela,11.78,g
541,Mel,56.45,kg
922,Chocolate,16.81,ml
1293,Café,68.97,g
7440,Canela,49.11,ml
720,Açúcar,17.01,kg
8649,Canela,11.12,g
9603,Açúcar,23.27,g
3614,Leite,63.0,g
4938,Café,90.68,ml
5274,Mel,98.8,ml
2849,Açúcar,44.48,kg
9055,Café,18.24,ml
7209,Café,30.94,ml
6897,Canela,80.64,L
3869,Chocolate,12.59,L
5776,Canela,60.04,ml
318,Café,35.12,ml
850,Leite,61.37,ml
7208,Canela,36.29,ml
5772,Farinha,38.91,L
8060,Mel,90.67,ml
271,Açúcar,60.29,ml
7513,Açúcar,65.14,ml
800,Mel,89.8,kg
2953,Canela,55.63,kg
4671,Leite,31.83,L
1572,Chocolate,55.89,L
2389,Farinha,73.16,g
8546,Farinha,83.01,g
8704,Mel,46.53,ml
7663,Chocolate,60.46,kg
5622,Canela,41.12,ml
5750,Mel,68.9,g
7720,Canela,60.74,kg
4647,Farinha,66.44,ml
4711,Canela,19.26,g
9906,Mel,16.7,kg
5556,Farinha,95.38,L
8857,Canela,41.7,kg
8957,Café,43.51,ml
4426,Açúcar,9.59,g
3903,Chocolate,33.06,g
6162,Café,6.36,ml
1885,Farinha,82.43,kg
5783,Canela,55.65,g
1068,Açúcar,92.13,ml
8172,Chocolate,34.92,kg
2808,Canela,83.37,kg
4964,Farinha,54.8,kg
8599,Leite,17.43,g
2370,Chocolate,61.09,L
4756,Café,87.03,kg
5510,Mel,73.9,ml
6371,Chocolate,24.75,kg
235,Canela,28.37,g
9672,Chocolate,75.74,g
220,Canela,85.6,kg
749,Leite,26.03,ml
3050,Farinha,45.85,kg
7416,Café,41.06,L
1359,Chocolate,34.85,ml
4243,Café,96.91,L
9367,Mel,76.46,kg
9231,Mel,61.4,L
8976,Chocolate,45.7,kg
2466,Canela,32.21,kg
4522,Mel,28.43,ml
4633,Mel,33.44,g
2259,Chocolate,33.17,L
7803,Leite,62.82,g
2710,Farinha,16.38,ml
8808,Chocolate,90.83,kg
6787,Canela,14.56,L
3211,Farinha,98.79,g
742,Açúcar,7.99,ml
1851,Canela,52.46,kg
3110,Canela,84.0,kg
2667,Leite,72.22,L
8942,Farinha,83.51,g
1641,Leite,88.24,L
3950,Farinha,73.2,g
5439,Leite,40.86,kg
4909,Canela,2.0,kg
8662,Mel,55.13,kg
293,Leite,5.34,kg
9902,Açúcar,43.1,g
6867,Açúcar,16.61,g
2142,Leite,45.91,L
1699,Açúcar,66.96,ml
5207,Chocolate,44.75,kg
3204,Café,49.86,kg
3427,Canela,99.26,g
5299,Farinha,9.05,L
7933,Mel,6.16,g
3136,Açúcar,97.15,g
6726,Mel,14.66,ml
2735,Farinha,1.54,kg
7283,Canela,1.99,L
215,Açúcar,12.62,ml
6659,Mel,70.99,ml
7267,Chocolate,20.11,ml
9281,Mel,73.94,g
9992,Mel,15.59,kg
3806,Farinha,67.09,kg
3931,Café,99.98,g
5017,Canela,42.27,ml
9314,Chocolate,20.39,kg
3553,Farinha,48.87,L
9846,Chocolate,20.55,ml
3934,Chocolate,74.51,L
8608,Açúcar,25.84,L
8100,Açúcar,18.27,g
9046,Mel,61.31,L
5702,Mel,14.66,ml
199,Farinha,30.22,g
1004,Café,18.17,kg
2383,Canela,16.86,L
1188,Farinha,93.15,L
1250,Farinha,92.78,L
4084,Café,68.16,ml
9873,Canela,12.31,L
3555,Leite,9.94,g
7089,Chocolate,94.27,L
9415,Café,77.23,ml
5586,Leite,1.69,kg
1430,Leite,76.87,L
2796,Leite,68.76,ml
3820,Canela,51.82,L
4469,Mel,36.3,L
8136,Canela,72.1,g
4698,Canela,73.93,kg
3461,Canela,89.8,kg
6103,Chocolate,47.5,kg
3018,Canela,94.58,g
1673,Chocolate,41.47,g
2631,Mel,69.15,L
7437,Açúcar,88.42,g
7215,Mel,69.58,kg
8325,Farinha,54.77,g
6685,Canela,50.81,ml
2951,Canela,89.52,L
1581,Mel,42.51,ml
1025,Mel,64.99,L
1261,Mel,88.58,L
1440,Farinha,21.05,L
3510,Farinha,78.2,ml
5799,Café,19.35,L
8134,Café,61.31,kg
6648,Chocolate,67.54,kg
4338,Leite,92.71,kg
3205,Café,42.78,ml
3854,Café,10.3,ml
2230,Canela,52.98,L
8914,Leite,62.87,L
9550,Açúcar,86.25,kg
7279,Mel,3.46,ml
5319,Chocolate,86.1,ml
1345,Chocolate,36.01,g
7924,Leite,39.91,g
6111,Leite,80.79,kg
7970,Chocolate,2.01,ml
7959,Chocolate,63.35,kg
2444,Canela,50.09,ml
7727,Café,46.92,ml
6356,Leite,52.13,kg
2063,Farinha,5.41,kg
3119,Açúcar,46.04,L
8156,Café,71.91,g
8208,Açúcar,3.92,ml
4697,Mel,3.55,ml
2746,Açúcar,66.41,ml
6416,Mel,12.48,g
2036,Mel,89.6,ml
8315,Mel,37.21,L
3080,Açúcar,70.1,ml
5015,Leite,69.39,L
5684,Café,21.47,ml
1164,Leite,43.31,g
5849,Leite,17.26,L
6961,Mel,56.03,L
2527,Chocolate,20.03,L
1999,Canela,46.02,L
4862,Café,13.52,g
5127,Canela,19.19,L
8698,Chocolate,1.1,ml
7753,Café,34.61,ml
7303,Café,98.13,L
9967,Açúcar,87.38,ml
2862,Açúcar,34.39,kg
1276,Canela,48.61,g
6921,Café,64.08,kg
3945,Farinha,48.24,g
6098,Farinha,30.95,kg
8254,Açúcar,39.81,kg
402,Chocolate,55.79,L
7354,Chocolate,22.55,L
567,Canela,91.34,ml
5948,Farinha,29.79,kg
6048,Chocolate,16.44,kg
3629,Chocolate,34.24,kg
8257,Leite,21.17,g
3671,Mel,10.0,g
6598,Canela,35.98,g
9386,Açúcar,66.12,L
6518,Chocolate,19.42,ml
9202,Farinha,49.06,kg
1728,Mel,34.4,L
1498,Açúcar,1.42,kg
959,Mel,72.86,L
9471,Chocolate,43.68,kg
7960,Chocolate,23.59,kg
1653,Leite,3.46,ml
4722,Chocolate,23.28,L
6808,Café,40.72,g
1454,Canela,7.92,L
6215,Canela,27.8,g
5654,Café,10.78,ml
6455,Chocolate,91.67,ml
9778,Mel,88.41,kg
4206,Farinha,7.04,L
5282,Leite,59.6,g
983,Canela,35.69,L
7232,Mel,20.15,kg
8849,Açúcar,42.57,ml
1592,Mel,37.27,kg
9133,Açúcar,97.93,g
9028,Canela,43.81,ml
3682,Farinha,17.2,ml
1666,Açúcar,73.83,L
8490,Farinha,87.55,L
3882,Leite,54.85,g
1140,Chocolate,82.06,ml
5290,Chocolate,48.95,kg
6094,Mel,70.04,g
6765,Chocolate,84.34,L
5010,Açúcar,47.83,g
9131,Açúcar,99.83,kg
1288,Açúcar,97.65,g
110,Café,84.0,kg
2896,Leite,4.06,kg
1647,Leite,59.37,L
8256,Farinha,98.88,L
9856,Canela,62.89,L
5887,Canela,87.51,kg
2385,Açúcar,61.35,L
3149,Leite,75.64,g
8611,Café,29.03,g
8165,Açúcar,5.03,ml
9151,Chocolate,51.5,kg
6512,Mel,2.68,kg
1401,Leite,40.45,ml
3206,Café,98.13,ml
8114,Canela,15.47,g
5585,Leite,75.07,kg
6072,Farinha,74.15,L
2830,Açúcar,58.19,L
1588,Chocolate,67.34,g
7898,Mel,53.66,L
4194,Mel,41.5,kg
148,Açúcar,70.05,ml
7864,Mel,77.52,L
8,Chocolate,71.67,g
729,Chocolate,12.88,ml
9783,Mel,47.48,g
5975,Café,41.67,kg
3292,Leite,82.39,g
1235,Café,87.5,ml
3089,Farinha,15.33,L
4636,Chocolate,70.35,kg
901,Açúcar,96.99,L
6655,Mel,24.49,ml
8211,Café,89.6,L
2227,Canela,92.57,ml
3468,Farinha,71.34,ml
5472,Farinha,88.02,ml
6683,Leite,8.37,g
3610,Chocolate,53.04,g
2836,Mel,83.12,kg
4466,Mel,25.32,kg
6715,Açúcar,62.24,kg
6259,Farinha,81.56,g
1419,Leite,54.76,g
1517,Leite,1.07,g
1229,Farinha,30.75,g
9808,Chocolate,19.27,ml
3144,Açúcar,77.91,g
1197,Farinha,58.71,g
2238,Leite,24.88,g
4186,Chocolate,66.29,kg
552,Mel,48.82,ml
4608,Farinha,7.17,ml
890,Açúcar,74.58,ml
2037,Café,80.58,L
8170,Leite,27.25,L
7971,Leite,20.82,kg
1088,Leite,39.6,L
501,Farinha,64.28,kg
3221,Chocolate,32.57,L
3549,Chocolate,35.42,kg
8415,Leite,71.11,ml
9062,Leite,96.95,L
8576,Açúcar,56.27,ml
4098,Café,10.57,kg
4020,Chocolate,99.21,L
5845,Café,96.15,g
643,Mel,93.73,L
750,Canela,15.8,L
4032,Mel,22.69,kg
2249,Leite,22.54,kg
3495,Mel,82.53,ml
1914,Açúcar,64.32,L
9157,Canela,78.96,L
9255,Canela,81.56,L
6894,Canela,96.67,g
6158,Café,29.98,ml
2707,Café,22.55,L
5297,Chocolate,21.23,g
105,Farinha,10.83,g
5717,Canela,74.06,kg
1735,Mel,24.62,L
1845,Chocolate,6.12,ml
6820,Farinha,86.5,kg
285,Mel,25.07,ml
9234,Mel,9.14,ml
8158,Farinha,50.2,kg
4922,Canela,51.34,ml
6660,Canela,34.56,L
1854,Mel,89.28,ml
2458,Café,70.0,ml
799,Mel,92.73,kg
3199,Chocolate,20.43,ml
7308,Chocolate,81.25,kg
2495,Café,10.91,L
197,Canela,83.14,kg
9285,Café,5.73,ml
2409,Farinha,38.38,ml
3552,Canela,44.42,L
4579,Leite,63.93,g
6153,Açúcar,37.9,g
821,Farinha,19.51,kg
6943,Leite,36.6,kg
8655,Canela,17.7,L
9270,Café,57.63,L
2265,Farinha,4.12,g
2438,Canela,42.93,L
5537,Mel,9.56,kg
5185,Canela,23.92,g
8618,Leite,50.17,ml
4985,Chocolate,21.47,g
4216,Chocolate,10.43,kg
1874,Leite,98.84,g
2480,Farinha,94.95,L
6879,Açúcar,86.02,ml
6533,Canela,58.46,g
9411,Açúcar,47.61,ml
3422,Chocolate,10.88,L
3834,Café,84.77,g
4028,Canela,90.75,ml
2455,Leite,76.96,kg
6892,Canela,1.97,ml
3289,Chocolate,45.5,g
8176,Canela,65.02,ml
5359,Canela,79.72,g
2187,Mel,42.06,L
8603,Farinha,82.78,L
6857,Mel,49.38,kg
6323,Chocolate,92.66,kg
7711,Canela,96.93,kg
5148,Mel,56.79,g
3313,Leite,99.56,g
2424,Café,68.56,ml
2098,Canela,17.03,g
8159,Canela,6.04,L
701,Farinha,99.48,g
7396,Mel,21.24,g
4291,Café,44.43,g
4863,Café,53.23,L
5745,Açúcar,79.85,ml
1480,Leite,85.29,g
4017,Mel,57.66,g
3503,Açúcar,34.7,L
579,Açúcar,67.84,g
9363,Farinha,98.73,g
1855,Mel,71.58,L
677,Mel,8.17,ml
5794,Mel,52.72,kg
2529,Farinha,20.41,g
2321,Açúcar,85.84,g
4418,Canela,33.92,L
5168,Chocolate,90.98,ml
6786,Café,81.32,ml
5824,Chocolate,72.62,kg
6289,Mel,70.98,kg
4726,Leite,51.69,kg
917,Farinha,20.6,ml
9792,Leite,97.29,ml
6883,Farinha,74.21,ml
5591,Canela,29.55,kg
870,Farinha,82.41,kg
3574,Mel,48.13,L
7130,Açúcar,62.71,ml
7754,Café,16.63,L
4679,Café,73.94,g
7173,Café,23.54,L
577,Mel,63.33,g
280,Chocolate,69.09,kg
6753,Canela,67.48,g
1074,Leite,62.62,L
4086,Chocolate,4.15,ml
569,Chocolate,3.97,ml
7118,Leite,52.39,L
5220,Açúcar,19.41,g
7954,Chocolate,69.78,kg
3310,Café,38.07,ml
7288,Leite,46.44,kg
9806,Leite,98.65,kg
2178,Açúcar,84.16,L
5907,Mel,13.13,kg
4552,Açúcar,70.83,kg
7254,Canela,86.95,g
8715,Café,67.58,kg
4808,Leite,2.92,g
8031,Mel,59.15,kg
5002,Canela,18.96,g
10,Mel,25.72,g
3923,Leite,29.69,kg
7920,Canela,51.71,ml
4960,Açúcar,5.92,kg
113,Farinha,48.83,kg
9870,Canela,45.15,g
444,Leite,71.29,g
7434,Leite,79.48,g
4785,Farinha,29.77,L
5013,Canela,96.41,L
4091,Farinha,34.92,kg
3167,Mel,94.48,ml
4974,Café,32.31,g
5679,Mel,51.07,L
7744,Leite,64.39,g
1245,Mel,58.4,L
7243,Farinha,73.6,g
4443,Açúcar,99.02,kg
3318,Chocolate,50.21,kg
5376,Mel,38.21,kg
9676,Açúcar,32.41,L
1688,Açúcar,30.58,kg
5720,Açúcar,49.28,g
9823,Café,28.59,kg
3103,Açúcar,25.65,ml
1023,Canela,92.24,g
1378,Leite,80.93,g
8610,Canela,36.68,ml
5940,Café,56.49,g
7735,Mel,99.38,g
2220,Café,86.95,L
5999,Mel,81.27,L
582,Farinha,17.35,ml
4624,Chocolate,79.0,g
2769,Leite,31.47,kg
4081,Leite,82.54,ml
2957,Café,97.03,kg
660,Canela,40.91,kg
4442,Leite,11.59,ml
5889,Canela,34.33,g
1376,Leite,31.46,kg
6596,Canela,54.51,L
6602,Chocolate,5.06,L
7899,Canela,99.38,L
133,Café,39.11,g
7709,Farinha,69.05,g
1429,Canela,9.34,ml
159,Leite,2.85,kg
2000,Chocolate,12.52,kg
6881,Leite,79.36,g
747,Canela,51.38,L
9282,Chocolate,9.16,kg
8877,Chocolate,59.95,g
7584,Farinha,28.77,kg
3529,Açúcar,42.31,L
646,Mel,11.89,kg
9317,Açúcar,34.0,g
7191,Açúcar,57.89,g
8763,Leite,36.99,kg
4058,Farinha,9.69,kg
6254,Farinha,8.74,L
9379,Açúcar,97.19,g
2127,Farinha,97.61,g
9868,Chocolate,62.86,L
8477,Café,1.17,kg
6431,Chocolate,53.63,g
9276,Canela,28.23,kg
5182,Café,60.02,ml
881,Café,5.53,L
4024,Chocolate,80.01,g
9443,Açúcar,82.75,L
8183,Café,83.7,L
5611,Leite,46.79,ml
8371,Canela,7.69,L
9655,Canela,54.95,kg
4805,Café,56.76,g
5446,Canela,15.85,ml
4505,Chocolate,95.86,ml
8173,Chocolate,12.01,kg
7092,Leite,86.51,ml
4605,Mel,31.46,kg
282,Leite,3.32,L
3774,Canela,52.88,g
5039,Açúcar,91.29,g
5073,Mel,17.96,ml
4571,Chocolate,71.07,g
2250,Café,95.37,L
5825,Mel,95.88,kg
5349,Açúcar,13.04,g
5909,Café,72.59,kg
8367,Mel,57.8,g
4822,Café,47.88,ml
4549,Chocolate,2.05,ml
4528,Chocolate,14.42,L
1953,Farinha,94.11,ml
3971,Café,53.55,L
7694,Açúcar,86.78,kg
1041,Leite,22.92,L
6078,Mel,50.34,g
1783,Farinha,47.23,L
3751,Açúcar,56.29,ml
4331,Café,98.38,g
7637,Leite,26.53,ml
6343,Café,41.57,kg
3120,Leite,67.92,L
8754,Leite,36.16,g
6173,Farinha,60.37,L
8449,Farinha,51.49,kg
1682,Café,96.62,g
7273,Canela,75.93,g
707,Leite,96.99,kg
1567,Leite,82.74,kg
5894,Chocolate,12.4,kg
7295,Mel,24.12,ml
2038,Leite,44.37,kg
2570,Canela,17.48,kg
3031,Leite,5.83,ml
7060,Açúcar,58.2,kg
5992,Canela,95.73,kg
9423,Farinha,51.7,kg
8406,Farinha,55.8,kg
5663,Canela,7.75,kg
8004,Leite,67.64,g
7755,Mel,91.76,kg
3002,Mel,72.58,L
625,Açúcar,85.05,ml
5406,Leite,31.73,kg
7729,Café,11.17,g
7951,Chocolate,62.53,g
8780,Farinha,94.32,L
419,Canela,4.02,g
7037,Café,52.2,g
2593,Chocolate,79.01,ml
4564,Açúcar,6.61,ml
7170,Mel,70.19,kg
9044,Canela,81.02,L
6985,Chocolate,48.89,g
3327,Café,7.57,kg
7345,Canela,79.34,ml
976,Farinha,55.51,ml
3372,Farinha,12.16,ml
8330,Chocolate,16.66,g
6618,Chocolate,30.21,ml
9111,Canela,2.01,ml
5334,Farinha,91.54,ml
1319,Canela,65.54,g
8122,Leite,98.71,g
6739,Mel,2.67,L
3663,Farinha,13.1,L
2346,Açúcar,40.21,kg
8785,Canela,72.73,ml
1892,Café,61.66,ml
8812,Mel,92.4,g
3070,Café,90.29,g
3261,Farinha,71.52,g
2043,Mel,8.28,L
3113,Canela,21.36,ml
8425,Chocolate,34.19,L
4651,Leite,29.66,kg
6652,Leite,24.34,g
4118,Café,96.26,kg
6189,Mel,70.16,L
2789,Café,83.65,L
4002,Mel,87.36,L
3105,Farinha,85.19,L
9621,Mel,98.0,g
9042,Café,88.92,L
5766,Mel,67.95,ml
874,Canela,49.38,L
3596,Chocolate,85.03,kg
9997,Canela,71.35,g
9398,Canela,24.09,ml
2692,Canela,80.6,kg
2105,Leite,85.99,ml
6405,Café,46.5,g
5867,Canela,72.92,L
2911,Café,77.86,L
2726,Leite,74.0,g
7036,Canela,36.61,ml
3449,Canela,37.48,kg
4413,Café,34.28,ml
7221,Café,88.54,ml
2258,Leite,78.19,ml
1626,Café,41.33,ml
2920,Farinha,74.66,L
840,Farinha,89.29,ml
5810,Mel,90.33,g
8862,Açúcar,64.17,g
2314,Farinha,37.45,L
9271,Café,29.67,g
2491,Mel,10.25,L
6441,Café,36.21,g
6340,Mel,12.17,L
9505,Açúcar,38.19,ml
6944,Mel,28.35,L
8261,Açúcar,1.35,L
4488,Chocolate,9.78,kg
4033,Mel,4.94,ml
6955,Mel,49.26,L
6200,Canela,1.33,g
423,Leite,75.24,g
1406,Canela,64.79,kg
7737,Farinha,29.19,L
1176,Mel,43.01,L
1697,Café,96.91,L
8899,Café,73.28,L
1629,Canela,25.56,ml
8495,Mel,60.71,g
2971,Canela,40.66,kg
9312,Leite,47.41,g
7600,Açúcar,28.03,L
8955,Leite,78.95,ml
4736,Canela,91.88,ml
9521,Chocolate,89.86,L
3963,Mel,67.55,L
3511,Açúcar,24.82,ml
5954,Farinha,21.93,g
5921,Leite,3.24,L
1335,Chocolate,16.54,kg
6206,Farinha,21.84,kg
4419,Café,11.58,kg
2794,Canela,45.48,ml
443,Canela,12.89,L
4147,Mel,60.25,ml
3032,Café,1.9,g
7967,Mel,66.99,L
8688,Açúcar,61.56,ml
851,Mel,9.61,g
9542,Mel,26.87,L
381,Farinha,91.94,ml
8910,Mel,99.01,L
4955,Açúcar,32.93,g
8169,Canela,78.8,L
8390,Açúcar,65.96,ml
7927,Chocolate,87.64,g
3978,Canela,86.3,L
9962,Leite,82.27,kg
6901,Leite,39.07,ml
8040,Farinha,40.97,kg
7212,Mel,54.02,L
1099,Leite,47.92,L
6184,Canela,43.68,g
1570,Canela,35.62,ml
8669,Canela,80.7,L
3125,Farinha,50.35,g
745,Mel,76.17,kg
4246,Mel,37.53,ml
5803,Açúcar,76.22,g
1111,Mel,2.14,L
9798,Chocolate,30.15,ml
5659,Mel,58.27,ml
3121,Chocolate,22.39,L
1123,Café,11.88,ml
518,Chocolate,30.62,g
1116,Chocolate,42.12,g
9740,Café,5.38,kg
7930,Café,84.02,ml
17,Café,6.71,ml
5518,Canela,97.92,g
9869,Leite,38.33,L
4582,Café,98.43,L
2955,Chocolate,18.22,kg
4213,Açúcar,26.11,L
2972,Açúcar,63.39,kg
3518,Farinha,37.15,L
507,Leite,67.29,L
4444,Canela,28.93,L
7269,Chocolate,15.01,g
2881,Farinha,77.33,ml
1502,Leite,52.41,L
2199,Leite,12.05,kg
2999,Leite,21.02,kg
4057,Açúcar,54.39,ml
8786,Leite,37.72,g
3377,Café,83.32,g
5343,Chocolate,4.09,g
6874,Açúcar,93.34,g
1439,Mel,71.72,kg
