id_item_cardapio,id_estoque,quantidade,unidade
88,3179,13,g
78,6389,12,L
78,6527,9,kg
99,5966,20,kg
89,8398,2,L
1,5020,15,g
18,1614,4,kg
64,4091,16,g
93,2093,9,kg
82,5415,16,ml
44,1050,10,kg
60,2670,8,kg
63,586,4,L
32,8861,7,ml
84,531,2,kg
31,3804,5,kg
79,3194,12,L
22,606,18,L
35,1350,4,kg
70,1960,12,L
62,7249,6,L
8,9549,18,kg
80,5160,20,g
55,9074,5,kg
68,5117,16,L
43,8225,15,ml
75,4288,8,g
47,6404,9,kg
76,1051,12,kg
43,2775,7,kg
50,8297,6,kg
32,6648,10,g
6,6193,3,kg
86,3640,17,g
79,7407,11,L
29,8843,8,g
69,5140,9,ml
94,4054,2,g
56,8959,13,kg
35,4200,19,L
16,7089,3,g
6,148,1,g
87,8372,3,L
69,409,18,kg
61,3251,4,ml
8,8233,4,kg
11,8819,6,ml
47,5387,18,L
7,9117,9,kg
36,9660,8,L
43,1745,17,g
79,4774,10,L
59,5768,3,L
19,3361,17,ml
86,1099,20,ml
80,6614,18,kg
16,3205,16,ml
45,3203,6,g
81,6532,14,kg
28,3477,18,L
90,2922,6,kg
46,9109,16,L
13,5630,7,g
14,2116,5,L
12,3551,2,ml
52,7047,7,ml
42,2086,8,kg
21,4145,14,g
75,3759,8,kg
22,4093,16,g
51,9125,15,g
41,4628,14,ml
92,3300,3,kg
15,7312,8,L
87,8729,16,ml
72,6991,19,kg
37,4835,13,L
3,261,18,g
11,6439,9,ml
13,5371,6,ml
36,5068,20,ml
76,7034,18,ml
86,2209,10,g
43,770,20,ml
81,6951,2,ml
81,7157,6,L
13,6872,18,L
65,9100,13,kg
82,4253,15,kg
41,794,20,g
28,7515,16,kg
95,5758,14,L
51,591,20,kg
17,4591,20,L
20,5320,4,g
62,3318,17,g
32,8568,16,kg
12,6966,9,kg
59,2835,19,ml
33,3389,18,ml
97,3521,3,ml
36,315,8,kg
76,9996,17,kg
82,1525,15,g
45,7109,10,ml
56,955,16,kg
12,9866,12,L
79,2098,2,ml
32,1631,11,g
32,1794,9,L
29,999,4,kg
30,4768,15,g
45,9343,16,ml
72,2029,3,ml
89,1642,15,kg
32,3941,9,kg
19,8012,14,L
23,272,11,g
6,5338,13,ml
92,3074,11,kg
57,4834,19,g
39,1705,13,g
75,462,14,kg
41,9528,7,L
2,6200,13,g
22,9386,7,g
73,3340,5,L
7,7448,13,g
97,4885,3,L
24,9010,2,g
24,9571,7,g
69,8421,8,kg
91,5118,7,L
21,4800,11,ml
69,4748,5,L
57,8480,20,g
10,4915,17,L
61,2301,2,kg
66,1275,20,kg
16,6342,11,kg
2,478,16,g
8,2799,5,g
42,636,11,L
99,4246,5,kg
12,3455,14,ml
89,7852,5,ml
92,4906,15,kg
82,7756,12,L
34,5028,7,L
49,4276,6,g
69,2511,7,kg
5,3841,13,kg
52,3198,2,kg
20,5191,4,ml
70,800,19,L
82,7950,20,kg
100,4998,1,L
47,4484,18,L
8,2853,5,g
41,5691,7,kg
6,4203,16,kg
30,2386,3,ml
62,811,1,g
68,3910,7,kg
32,7534,1,kg
53,9591,12,L
20,9378,8,L
75,2070,6,ml
55,3172,13,L
26,6417,7,kg
96,1791,5,kg
28,9423,4,kg
10,8039,8,g
8,6780,6,ml
34,6178,19,kg
74,9207,13,ml
57,6626,14,ml
45,3767,8,g
23,3161,15,kg
71,8226,16,kg
29,3586,3,kg
3,2016,5,ml
45,3309,10,ml
29,3840,16,g
22,2226,4,L
59,1638,5,g
70,5887,4,g
9,300,17,ml
55,7502,15,kg
57,9041,14,ml
16,5564,11,L
72,7209,1,L
39,6371,10,kg
27,567,11,L
34,7715,1,L
58,648,14,ml
96,8413,8,L
26,5632,1,kg
58,8599,10,kg
54,3314,2,g
92,2655,4,g
67,4442,11,kg
22,2023,18,ml
12,3591,11,kg
12,6783,17,g
99,6403,9,kg
41,3900,5,L
8,9123,5,g
59,7348,19,ml
18,7628,3,g
56,8630,18,L
56,651,4,g
48,2293,17,L
35,8766,15,ml
43,5785,6,g
32,2082,1,g
91,2903,16,L
60,4246,13,ml
29,4077,4,kg
88,8953,7,kg
61,9907,5,L
60,9481,5,kg
41,6242,12,g
40,8256,20,kg
62,7484,11,kg
18,7890,17,ml
66,300,16,L
48,4992,16,ml
94,8532,14,L
66,8278,9,ml
45,9051,2,kg
82,2827,20,kg
80,7417,10,g
28,91,2,L
54,9673,15,L
84,5881,3,kg
18,8509,9,ml
49,4571,2,kg
95,2856,18,kg
51,4594,16,g
2,1449,5,g
66,5197,12,kg
92,4361,3,kg
60,2520,4,ml
27,864,20,ml
38,1522,3,kg
27,8689,14,L
80,9805,1,L
23,2506,18,ml
24,1835,14,L
47,5674,4,g
28,3044,7,L
41,8252,18,ml
7,3686,12,g
59,7065,10,L
64,5471,3,ml
66,6303,9,g
79,1607,11,g
64,2035,7,g
5,431,9,ml
49,7037,8,g
2,3703,11,L
18,4701,14,kg
79,8258,1,L
92,4742,6,ml
94,5436,19,g
44,5978,10,kg
90,7878,13,ml
89,8488,1,g
42,9438,10,ml
80,6778,17,kg
38,3915,5,L
73,8951,15,g
14,6606,16,ml
94,7327,10,L
97,9408,8,L
38,8676,19,kg
96,1496,14,g
63,468,14,g
19,6053,13,kg
35,1694,1,ml
13,188,17,L
25,8395,15,ml
70,3790,2,g
62,1294,13,L
24,3954,7,kg
46,9718,16,L
96,450,12,kg
21,8202,11,L
83,2094,20,ml
53,562,3,L
61,2394,20,kg
47,9580,4,kg
12,6566,1,ml
19,6804,6,g
67,4279,17,kg
71,7770,20,ml
45,272,4,L
79,2026,17,L
99,9920,17,g
66,6455,12,kg
48,4497,8,L
1,545,17,kg
15,8513,20,g
36,3468,17,ml
58,5245,1,kg
55,7946,17,kg
55,5611,5,L
33,3036,2,g
27,2619,11,ml
69,8550,16,L
61,638,7,ml
78,6844,11,L
61,2494,12,g
71,9180,1,g
35,3420,7,kg
74,7278,17,kg
62,6023,1,L
35,6808,12,g
42,8974,6,ml
64,3964,15,kg
63,5712,15,L
64,1073,3,L
43,31,16,g
7,2127,2,g
75,4736,2,L
49,8354,7,kg
46,5226,13,g
56,8608,16,L
13,145,10,L
84,963,1,L
64,9975,18,ml
75,3610,11,L
13,3021,20,kg
13,5901,15,kg
57,5916,5,L
58,7760,16,g
74,6853,7,kg
63,5318,12,ml
82,6159,7,kg
8,4487,20,L
27,4995,3,ml
26,7750,4,kg
79,3941,18,ml
92,7278,16,ml
28,8894,18,ml
92,7777,19,g
43,5225,19,kg
61,5987,17,ml
38,3264,6,g
88,5462,17,g
66,6258,19,g
69,8986,5,L
68,962,11,ml
10,6648,20,L
81,3432,9,g
18,8634,15,g
64,3869,16,g
53,5406,19,g
41,7978,6,L
13,3689,2,kg
23,5188,2,kg
45,8373,7,ml
80,717,4,ml
57,5005,8,ml
35,9228,3,L
34,7882,10,ml
30,5006,8,ml
32,2187,20,g
42,3714,18,kg
47,6248,12,ml
21,8381,10,ml
78,2732,10,kg
72,3468,8,ml
51,2676,5,kg
25,2714,8,kg
83,8370,18,kg
75,3565,2,L
46,4843,2,ml
87,2623,15,kg
37,652,3,ml
6,9858,12,ml
15,519,20,kg
73,7411,19,ml
15,3121,9,kg
35,1051,17,kg
47,6657,4,L
27,541,6,kg
49,2386,10,L
24,2377,16,g
32,7238,9,kg
65,892,20,g
20,4989,20,L
98,4933,6,kg
67,3677,15,g
91,157,19,g
63,7414,5,g
87,1638,8,ml
33,4341,15,kg
96,4274,8,g
19,3898,19,ml
96,2620,11,L
61,6809,15,g
46,5209,4,ml
13,8879,6,L
48,8058,4,L
73,8183,16,ml
78,6649,10,kg
23,5758,18,L
17,1068,2,ml
94,6230,8,L
28,6627,8,kg
73,755,11,g
5,160,7,kg
72,2554,1,ml
84,9435,18,L
31,5537,4,ml
40,8509,14,ml
14,267,20,kg
78,9240,9,ml
18,4674,20,g
59,1224,4,kg
4,3967,18,L
34,6666,2,L
26,5261,11,kg
26,5290,17,g
41,5661,17,g
49,4713,14,ml
38,9937,10,g
60,2466,14,ml
58,6998,12,L
39,1591,2,L
36,9280,11,g
59,2790,18,g
60,3105,16,kg
78,8795,10,g
21,4897,14,L
7,8418,2,ml
41,6375,14,g
76,9326,7,ml
64,7342,3,g
56,4742,5,ml
71,3868,13,L
62,597,13,g
78,4168,3,ml
52,3194,18,kg
17,6861,10,ml
48,2691,16,g
9,9398,11,kg
61,2140,8,kg
80,425,8,ml
84,3909,14,g
23,418,2,L
14,2614,18,g
58,2998,13,L
10,8640,1,L
99,9959,7,g
67,6555,5,ml
68,3377,20,g
39,4096,3,L
47,7429,9,L
38,5475,11,kg
65,8785,6,L
76,5097,1,kg
73,5067,14,L
80,2726,11,ml
100,1646,15,L
12,8588,10,L
21,7094,2,g
82,7616,13,g
5,668,14,L
46,2370,10,kg
28,7970,13,L
66,7694,18,kg
92,9551,19,L
38,2627,16,ml
5,7995,15,kg
79,5185,8,g
38,6854,5,ml
68,725,14,g
63,9012,15,ml
52,4895,18,kg
88,1982,19,g
87,785,9,kg
34,1235,9,g
21,5263,7,kg
45,5609,13,g
96,3228,12,g
87,7907,17,g
1,8702,17,kg
81,9006,18,kg
17,9553,8,ml
28,7174,12,L
50,1563,4,kg
74,499,16,kg
47,7905,3,L
16,8355,7,kg
40,6237,18,L
92,5026,17,g
13,4373,5,kg
78,5634,2,kg
10,4745,1,L
98,8610,19,ml
5,854,13,g
14,3627,11,kg
58,7659,7,ml
38,9734,3,L
25,4255,14,ml
85,3687,19,ml
56,7395,17,L
20,7157,6,L
100,6999,2,ml
67,7221,18,kg
55,783,9,kg
17,597,6,kg
46,9355,15,kg
21,3878,16,g
75,534,7,ml
2,622,6,kg
22,7367,5,g
86,1489,5,g
17,3263,19,L
47,5475,20,kg
71,234,16,kg
25,5655,7,ml
7,8102,2,ml
12,4508,17,ml
1,5510,6,kg
6,3371,3,kg
21,5233,5,ml
51,3392,15,g
92,818,18,kg
82,8573,14,ml
18,2219,9,g
49,8160,8,L
91,6856,6,ml
75,8906,4,kg
61,8153,7,g
74,1871,4,L
14,3773,9,L
80,5459,5,L
50,9168,11,kg
74,523,19,ml
22,8928,13,g
9,7276,11,L
53,1010,12,ml
57,1263,8,g
94,2796,20,ml
39,9454,5,ml
71,8585,18,ml
63,4352,19,L
48,8500,2,kg
32,3638,11,L
19,5783,4,kg
51,9210,5,ml
32,8201,13,ml
98,7589,12,ml
89,7749,5,g
66,1851,3,L
47,7652,9,ml
38,1826,19,L
48,1544,10,L
64,5284,3,L
54,3534,12,L
12,7706,8,g
64,7988,14,L
62,7524,4,ml
62,8290,2,ml
39,2005,17,ml
1,3755,13,ml
96,1867,20,L
97,8420,5,g
20,1374,2,kg
64,3819,11,ml
40,2518,10,L
2,6504,12,kg
95,4042,20,g
66,291,14,g
78,7584,1,g
73,4317,4,ml
70,2596,10,g
57,8283,9,g
26,6598,13,kg
66,8362,13,L
94,358,13,g
73,5332,11,g
16,1795,2,L
45,4820,18,ml
87,9284,3,kg
30,2698,19,L
86,1162,15,ml
74,6768,10,ml
95,7990,3,kg
86,3743,12,L
7,3920,5,kg
25,7398,5,L
47,7637,4,ml
47,5311,20,kg
56,7600,20,L
100,9826,16,g
66,9662,4,kg
65,2482,8,kg
21,831,3,g
60,588,10,ml
38,8353,3,L
49,9998,19,ml
42,1681,8,ml
96,5951,16,kg
35,263,13,g
33,3358,20,kg
36,3170,7,kg
4,4949,19,kg
91,5582,7,L
11,1705,3,ml
76,849,10,L
35,9092,18,ml
100,7472,13,kg
33,3320,15,L
85,4027,18,ml
86,2558,6,L
39,4493,7,kg
37,7083,11,ml
21,6968,16,L
10,1006,18,ml
1,3632,7,ml
96,3593,17,L
29,9462,19,kg
41,8177,13,ml
25,4059,17,g
27,1669,9,kg
22,8554,10,L
92,6522,15,g
14,9040,7,g
9,3126,10,ml
93,8206,3,kg
65,3896,18,kg
6,8725,18,L
7,8153,12,kg
2,7728,17,ml
67,6569,7,ml
85,2769,14,L
2,3275,5,g
4,2296,4,kg
75,6822,12,kg
52,6450,8,g
63,3025,2,g
81,1726,18,L
76,5194,5,g
29,6779,16,kg
93,5413,18,ml
1,2616,8,kg
79,9717,19,g
100,326,1,ml
40,5263,20,ml
29,2904,6,kg
24,4822,4,ml
89,7853,1,kg
28,8695,2,ml
46,84,2,g
10,5334,14,kg
25,3780,2,kg
75,3694,11,ml
62,5861,19,g
48,310,16,g
75,833,18,L
44,7557,5,ml
18,5516,19,g
70,4372,19,L
43,4806,7,ml
90,6162,13,ml
72,5863,17,L
78,2654,11,L
89,6813,1,kg
39,2608,17,L
1,535,6,g
39,4982,16,g
54,1923,7,g
79,7623,2,L
3,4258,2,g
43,2619,16,ml
49,103,10,kg
46,6937,4,kg
46,5928,11,ml
7,5733,20,g
8,5594,8,L
82,6748,10,kg
97,875,12,kg
78,2828,13,kg
46,4002,17,kg
16,7570,1,g
1,4606,18,ml
15,1259,20,ml
76,6800,16,kg
59,769,4,kg
36,4880,8,ml
29,5186,18,ml
26,4129,11,kg
56,6904,18,L
38,1492,4,kg
38,2210,9,L
73,4510,16,g
21,3031,4,g
26,4390,9,L
53,2226,4,ml
1,3875,17,kg
77,8620,2,ml
46,2110,2,ml
28,9744,8,ml
41,8816,6,L
16,5897,3,ml
3,6797,12,ml
16,4052,3,L
67,8880,17,L
40,4526,10,g
14,8616,19,ml
76,1233,2,g
65,1333,2,kg
38,8953,8,L
60,1976,8,L
34,1476,17,L
66,9370,6,kg
61,8661,12,kg
94,5865,6,kg
83,2845,6,kg
5,5870,12,kg
50,2187,13,L
85,6567,10,g
33,961,6,kg
5,35,11,g
26,4898,19,L
37,2632,6,ml
27,8401,2,L
31,3873,12,g
19,3858,12,kg
35,1792,20,kg
10,5977,1,kg
13,310,4,L
44,1381,17,L
78,2433,9,kg
85,2754,10,kg
94,8179,14,kg
64,2845,9,ml
5,3777,18,ml
34,1970,2,kg
52,1707,16,g
58,4412,10,L
26,6878,7,kg
14,7788,13,g
8,2816,10,kg
94,7885,17,g
21,1113,3,ml
45,4349,5,kg
78,9185,3,ml
3,46,15,L
12,6999,4,kg
10,5931,17,kg
63,2411,16,L
27,3975,13,L
32,3001,20,ml
90,6727,2,ml
48,7703,7,kg
23,4926,13,L
93,5804,1,L
19,7082,9,g
56,875,1,kg
85,2394,11,kg
82,45,15,L
41,2422,15,L
73,7425,19,ml
32,3526,20,L
50,3440,9,kg
10,7572,18,L
74,250,16,L
57,1435,18,kg
23,5894,4,L
74,8594,10,g
67,9678,7,g
55,1143,7,kg
78,5234,8,kg
96,7039,4,g
57,7533,14,ml
55,816,11,g
74,7522,7,g
74,1120,4,L
83,6445,19,g
95,87,7,g
77,6621,17,kg
63,2552,2,L
91,6593,14,g
35,479,7,L
6,4767,16,kg
10,9982,4,g
11,875,11,g
20,4568,14,g
16,9022,7,L
99,7459,13,kg
19,5428,8,g
90,5875,4,kg
11,5675,4,ml
5,1842,14,ml
30,1405,16,L
4,5974,12,g
9,426,9,g
24,6202,15,L
4,680,10,kg
38,4123,12,kg
22,8890,18,g
1,8309,17,L
62,9190,10,ml
22,4699,6,kg
12,5838,16,kg
22,6685,14,g
4,9550,18,kg
72,1330,16,kg
54,2489,20,L
11,8792,8,g
9,5854,3,ml
25,9487,14,kg
10,6955,1,ml
76,5404,8,g
58,8903,9,ml
6,2379,5,ml
70,2433,20,ml
87,5540,12,g
46,5314,18,g
19,6587,8,g
94,8331,20,L
4,546,10,kg
41,9384,18,kg
69,7539,12,kg
16,1913,4,ml
26,4016,16,g
6,2190,8,ml
63,3225,16,L
82,5044,16,ml
57,8505,7,ml
64,3045,2,g
85,5834,6,L
83,8371,12,ml
1,7789,5,kg
49,2099,18,kg
46,7547,17,ml
63,5,14,kg
61,7922,3,L
41,9964,20,g
89,3888,9,L
12,2845,6,ml
6,6309,9,L
5,2561,13,kg
53,4377,20,ml
55,2394,7,L
34,9426,19,L
59,2102,12,ml
88,9160,11,kg
48,1518,11,L
87,3191,2,ml
77,6962,11,g
93,6704,14,L
12,245,19,L
67,5498,16,ml
83,4631,13,kg
87,1011,20,kg
4,262,16,ml
28,9597,6,kg
56,6906,13,g
50,5622,9,L
55,3535,9,L
96,703,19,L
88,4232,13,L
90,8300,18,kg
92,260,15,kg
8,9325,14,g
12,2831,2,L
78,5790,6,g
42,5433,8,kg
13,1661,15,L
66,5504,2,kg
86,2009,14,ml
97,349,13,L
96,5769,14,L
83,5285,12,g
32,6131,11,L
98,799,3,g
11,5602,12,g
42,4655,14,kg
26,9693,7,kg
70,2633,9,ml
45,7451,17,ml
51,5779,11,ml
40,1993,5,kg
60,4318,12,kg
45,5365,4,L
48,4683,17,L
21,9607,10,L
2,1957,20,kg
42,5971,5,kg
9,355,11,ml
68,87,13,L
18,7743,17,L
63,749,4,ml
28,1775,4,ml
27,9269,17,g
21,3763,19,ml
96,8827,17,kg
94,1504,15,ml
99,793,12,kg
8,992,12,kg
80,7084,17,L
61,7891,14,L
88,4783,7,g
52,7038,3,g
40,566,20,g
66,8533,16,L
83,9073,19,kg
62,8341,16,ml
59,9264,8,L
96,7467,7,kg
26,214,14,g
10,169,13,L
54,8211,9,kg
70,8912,5,kg
9,4327,17,g
54,1412,7,ml
83,4000,18,L
70,9742,7,ml
45,2920,16,L
80,3008,18,g
15,4011,13,kg
19,5907,9,L
51,9151,10,L
57,3915,5,L
78,4139,7,kg
65,1341,14,ml
4,7296,20,kg
6,1535,1,ml
73,2179,13,kg
19,4563,1,L
92,6003,20,ml
2,972,20,ml
72,442,19,kg
58,323,18,g
16,8045,1,L
81,8146,19,g
36,4537,17,g
51,6846,5,ml
33,3659,19,L
13,4048,7,g
14,7243,7,g
41,7128,5,ml
55,416,20,ml
45,3962,5,kg
61,4013,7,L
91,9965,11,g
89,1282,1,L
3,867,19,ml
57,3941,5,g
12,2003,4,kg
42,4460,10,L
43,479,19,ml
48,9454,4,L
32,8402,14,L
76,8345,1,ml
55,3068,9,ml
41,8678,15,L
76,3600,14,g
6,2506,19,g
4,7632,8,ml
37,4658,5,g
64,5597,9,L
87,8248,14,kg
1,7070,8,L
1,218,14,kg
17,9658,2,g
67,892,13,g
2,5718,14,L
65,1144,17,ml
95,1653,2,L
59,8084,6,kg
67,7288,12,kg
86,7562,17,L
32,223,15,ml
20,4181,4,g
46,8009,14,kg
12,7846,5,kg
20,9815,3,ml
3,6944,6,L
57,2665,5,ml
51,9448,12,g
53,4914,3,L
89,6691,6,ml
27,8081,14,g
51,9377,2,g
25,5034,7,g
27,6309,5,g
35,9414,16,kg
55,4090,18,kg
47,7063,14,ml
85,4646,19,ml
60,4342,20,kg
5,7513,7,kg
88,7190,9,kg
29,2662,18,ml
33,5392,10,L
12,13,20,ml
13,4293,11,L
27,7453,10,g
18,2012,16,ml
41,9582,8,ml
92,8545,18,L
14,2942,11,L
55,2372,4,kg
54,1370,20,L
91,9825,1,g
53,4565,7,g
92,2146,9,g
6,4430,2,L
49,8897,12,ml
4,60,11,L
13,1483,6,L
75,6279,17,kg
87,1326,8,kg
87,6341,20,kg
30,2402,15,kg
45,6655,13,g
42,4443,11,g
93,6529,19,kg
63,4007,13,ml
83,420,15,L
98,6561,16,ml
79,9464,11,g
46,5289,18,g
83,2581,16,g
83,4639,8,g
25,8815,12,g
70,4566,2,kg
100,2498,16,kg
69,6438,15,L
8,1376,19,ml
72,6401,3,L
75,1114,20,kg
68,4124,5,kg
97,6841,10,g
97,532,18,kg
50,6456,1,g
50,1148,2,kg
95,1714,9,ml
64,4006,12,ml
7,4857,5,ml
81,2685,12,g
85,1589,8,ml
44,2859,2,g
82,6917,20,L
3,3531,10,kg
93,2913,19,ml
63,5776,3,kg
16,3302,6,L
47,1112,7,kg
12,6022,12,ml
9,2520,2,kg
82,354,6,kg
46,6194,11,g
86,5592,15,kg
100,4463,7,kg
67,3870,3,L
41,3928,18,kg
54,1726,10,kg
80,8068,6,g
79,4202,19,ml
20,6001,3,kg
12,4155,2,ml
93,4466,15,kg
17,362,12,L
30,7939,13,ml
9,1472,11,g
50,7529,5,ml
52,2109,1,L
3,803,5,kg
15,6398,9,ml
52,2890,3,g
31,6039,3,g
54,6457,16,ml
63,8081,12,L
66,8491,1,ml
18,1138,6,ml
50,6273,7,ml
58,9055,11,ml
12,2693,5,g
11,454,15,L
99,9887,1,L
48,3202,6,kg
22,4895,13,g
77,7980,7,g
13,7403,4,ml
5,4306,19,L
46,7856,6,kg
71,2230,10,kg
77,7081,7,g
99,7903,1,kg
52,7574,20,kg
48,8853,9,L
42,190,16,ml
51,4193,8,L
80,1457,20,ml
1,4661,14,ml
79,4537,6,L
85,4772,17,ml
77,9919,10,ml
4,4372,6,L
55,4234,16,ml
60,4771,14,g
13,6896,20,g
80,620,14,L
73,5460,6,g
50,7726,14,ml
82,3951,14,ml
59,7542,19,ml
82,4068,12,kg
74,5458,13,kg
36,2161,7,kg
48,346,15,g
19,7364,11,g
18,5395,13,L
11,7727,20,g
44,2000,13,L
4,5072,5,ml
18,9809,3,kg
63,5135,12,g
45,6776,3,ml
3,7437,10,L
1,5676,7,ml
52,4490,19,kg
15,5798,9,g
79,4018,19,kg
11,7644,12,g
82,4654,12,ml
44,2529,2,g
51,9779,19,kg
15,2367,3,ml
26,8241,3,kg
57,2340,14,ml
61,7890,18,ml
27,9481,20,L
5,1476,5,g
21,1508,6,g
3,4415,15,g
8,6117,13,ml
12,7264,1,g
46,4871,1,g
1,578,16,kg
32,343,17,ml
4,3100,7,kg
61,5428,13,g
25,3636,14,g
73,495,14,g
67,5082,9,kg
23,7403,10,kg
74,3139,10,ml
16,935,11,kg
40,7525,6,kg
44,9309,18,g
14,6842,9,ml
71,9031,4,g
13,9328,16,g
45,8156,15,L
37,8446,18,ml
44,7882,20,L
100,8265,1,ml
99,4749,16,g
81,6095,16,g
97,8312,14,L
52,7896,16,L
48,8631,5,g
38,4994,4,g
100,3706,18,L
15,579,20,kg
89,9711,8,L
56,1072,14,g
21,5733,12,g
88,9445,18,L
75,3132,4,ml
68,4907,16,L
8,6120,20,L
89,8486,12,ml
96,8110,5,g
28,5611,13,L
89,9517,19,kg
29,3700,8,kg
42,1211,6,L
36,4513,15,kg
43,6820,4,L
32,8793,1,ml
56,3903,11,L
67,7266,12,ml
54,2044,1,kg
15,7519,10,L
40,4501,18,g
14,1173,16,ml
21,6908,12,L
27,5041,7,ml
92,4875,9,L
47,4731,19,kg
53,5301,19,g
1,8777,6,L
38,7493,8,kg
47,2916,1,kg
42,2201,4,kg
84,749,9,L
79,7120,17,L
9,6912,5,ml
34,2591,3,g
66,8220,11,kg
4,6507,17,L
55,2057,18,g
3,3350,1,L
58,8560,7,ml
29,8350,20,g
66,4582,2,kg
60,1406,8,L
78,8438,9,ml
39,1652,14,L
77,1238,15,ml
62,652,10,kg
13,8206,17,L
35,9650,2,ml
73,3786,16,kg
14,3384,5,g
93,2111,14,ml
40,329,8,kg
44,7223,17,g
72,9064,3,L
50,4562,5,g
38,9413,17,kg
76,2859,9,g
64,3955,1,ml
22,551,2,L
94,2799,7,L
85,1835,13,ml
49,1367,20,L
68,8355,12,g
97,9458,14,kg
43,3584,20,g
17,2963,5,ml
17,8919,4,L
2,3112,8,g
83,2769,12,L
83,1321,17,g
90,2823,8,ml
18,4347,8,ml
72,7468,9,g
11,9066,5,kg
68,553,11,g
83,9047,11,g
70,9426,8,ml
42,6686,2,L
9,96,2,ml
76,9293,18,kg
48,4129,17,L
78,5163,15,ml
31,5510,15,kg
37,9885,13,L
13,6750,14,L
22,4034,3,L
33,2978,19,g
1,3875,13,g
81,1637,20,kg
85,3993,8,g
62,6482,15,kg
18,5480,15,g
41,6911,5,kg
51,8409,3,L
75,1994,10,L
28,9750,1,ml
38,3059,17,g
15,6381,17,L
72,6106,20,kg
19,6106,1,L
97,4185,2,g
26,8360,15,kg
37,3148,5,kg
23,569,16,kg
38,9816,11,L
85,9974,19,g
72,1762,3,kg
14,8906,20,g
57,9088,1,kg
76,7115,9,g
95,4951,7,kg
11,1108,8,L
21,5118,3,g
42,2263,1,kg
14,8744,10,ml
95,8459,8,kg
99,5336,4,L
23,6897,5,ml
2,9371,13,g
94,8704,16,L
17,6144,1,ml
43,1110,13,L
13,9430,14,ml
87,7867,16,kg
18,5137,20,kg
76,4703,15,L
22,144,8,kg
84,532,16,kg
93,5006,18,kg
15,2232,11,kg
100,3205,16,kg
30,6242,4,g
22,6417,13,kg
90,897,2,L
79,4228,5,L
73,6076,13,g
26,991,13,kg
29,6840,2,g
52,8199,1,kg
26,1737,14,g
51,1659,19,ml
81,7224,1,L
23,5876,4,g
48,2949,20,ml
66,897,6,L
32,1955,13,L
73,612,13,ml
77,4306,13,kg
81,3599,18,ml
98,5451,7,kg
94,211,19,L
27,78,14,L
4,6573,16,L
94,4206,14,g
94,3007,3,ml
57,7618,6,L
94,2448,19,ml
61,2185,11,L
67,1108,5,ml
47,6906,2,ml
68,2181,17,ml
88,2271,4,ml
19,8879,8,ml
67,1600,7,L
65,1584,1,L
34,4049,19,g
100,8208,4,L
19,3447,9,L
26,9458,10,L
54,2201,1,L
68,8026,16,g
61,4403,4,kg
13,2306,18,ml
80,3598,14,g
22,6461,18,kg
80,4285,4,ml
2,629,12,L
2,1543,6,kg
81,9482,2,kg
98,5409,19,L
51,7907,12,kg
8,1692,19,kg
5,4397,15,ml
28,3255,18,kg
31,4804,3,kg
2,3491,1,kg
29,7672,16,kg
68,9839,8,ml
32,3566,3,g
25,9303,5,ml
24,1696,12,L
69,1890,12,ml
65,505,5,kg
74,8260,18,ml
80,2597,13,ml
8,6431,15,g
57,5938,2,kg
32,8510,18,g
17,7541,5,L
60,7005,13,L
85,8450,2,ml
22,9397,19,ml
68,8726,10,L
73,8445,13,g
13,5403,9,g
56,9129,14,L
50,1568,18,L
64,1725,7,kg
86,4450,3,g
31,3162,18,ml
61,9955,8,L
70,7731,14,ml
20,7976,3,kg
98,7130,3,kg
99,6120,7,g
47,5721,2,kg
8,7432,5,ml
50,4932,4,L
63,4252,16,ml
69,9362,1,ml
86,5443,16,ml
76,9748,4,g
90,8874,6,ml
58,9365,13,g
1,5227,9,L
87,1739,3,kg
76,225,6,g
94,7453,8,g
33,7905,9,L
31,9728,19,ml
57,5205,10,L
12,6445,11,ml
22,5773,3,ml
11,8209,6,ml
60,2881,2,L
21,5541,15,L
84,444,9,kg
67,6524,9,kg
67,7808,10,L
39,1645,11,L
75,4156,5,g
79,8389,6,g
37,8746,10,ml
28,1949,20,L
1,4514,6,L
34,4990,5,kg
17,4051,11,L
30,6759,14,ml
34,5685,4,L
36,4969,13,ml
38,3403,14,L
42,79,12,kg
79,7415,11,ml
35,4447,18,ml
51,7818,14,kg
91,8932,20,kg
84,1547,5,ml
9,7587,10,kg
39,667,19,L
91,7754,3,g
85,4507,19,L
79,4758,8,L
34,7935,12,kg
8,2929,10,L
24,1628,18,kg
9,5148,13,g
8,7638,20,ml
13,7705,12,ml
77,2718,17,kg
34,2881,1,ml
22,3664,1,L
93,582,13,g
95,4054,2,kg
4,1083,1,ml
53,3540,1,ml
4,1459,3,ml
16,9662,5,L
49,5976,8,g
33,159,17,L
48,7079,3,ml
60,8892,8,g
67,2662,6,L
13,4702,8,L
88,5346,15,ml
93,2408,17,g
28,1231,18,ml
27,699,11,L
85,4303,20,kg
24,2895,6,ml
64,33,4,L
56,7222,4,L
67,4903,13,kg
81,6594,4,g
7,5310,7,g
99,6146,9,ml
88,8229,13,g
84,8879,13,L
31,7092,14,g
42,2948,1,g
39,8821,16,g
91,2483,17,ml
15,5058,10,kg
28,7404,4,g
15,2796,15,kg
61,7250,15,ml
72,5984,15,L
23,2215,3,kg
32,7127,16,L
93,8280,3,ml
