id_comanda,id_mesa,id_pagamento,id_funcionario,valor_total
8398,75,307,964,40.34
5005,37,7719,267,76.66
9979,81,9342,169,168.37
1655,68,3479,850,86.46
1645,94,524,982,106.02
5251,13,7910,846,130.0
1524,46,6115,323,59.56
5275,91,3397,264,129.78
5166,13,1496,225,91.08
3962,87,53,478,53.33
322,47,1782,878,184.9
4754,37,990,886,34.74
5701,5,4344,711,139.25
2547,26,3704,748,43.78
6983,87,1999,81,112.84
5529,21,1853,118,147.76
588,92,7073,643,171.0
6273,57,2771,665,187.49
4294,31,7217,685,182.7
2822,54,8740,689,169.07
1239,33,8786,519,191.3
4988,26,7413,33,172.63
8977,52,2201,86,56.99
1361,15,1478,834,157.91
4551,53,6645,474,81.41
5603,20,7029,655,143.73
3216,19,1046,242,102.93
1790,66,2586,203,179.63
6731,46,7735,762,107.17
5829,50,6163,199,58.6
679,88,9390,625,192.84
6785,53,202,14,58.82
5093,36,2152,773,119.24
9932,48,5689,23,137.66
1444,38,7339,625,74.99
2233,29,484,481,83.6
9218,22,1060,566,11.77
8056,20,7954,417,193.68
2582,23,9117,213,21.32
5526,45,9907,569,199.49
9884,71,2566,350,118.83
4084,14,148,311,86.18
9814,1,9485,985,100.1
1341,74,7473,96,188.03
3647,18,4921,916,187.34
1679,3,3743,756,23.53
7221,72,9074,864,31.43
8133,49,2333,978,134.58
9430,1,6312,339,115.35
544,7,9546,874,27.75
9580,11,877,798,168.52
3491,32,3459,586,132.85
9793,13,6468,27,146.72
5766,5,3044,948,18.82
3197,34,4541,157,155.27
9831,48,5769,610,155.08
3612,50,6322,339,160.17
9634,19,1964,343,173.62
7929,44,8544,440,138.96
3233,99,6919,628,190.32
5326,39,3439,644,63.03
7853,40,2416,102,27.98
1464,4,7395,416,93.65
8197,69,3655,854,72.35
8771,99,5917,968,49.28
2959,16,9142,725,139.04
5377,32,4004,635,187.06
6912,90,5030,105,72.91
5513,27,2172,21,165.7
3122,2,408,375,182.61
5593,85,1834,166,84.43
6859,91,9920,465,125.22
1489,42,7199,984,179.48
8653,95,3590,237,19.99
4177,80,3171,586,33.73
4080,100,4871,861,39.56
2378,70,4341,233,52.61
2084,15,3051,321,94.94
9374,46,8348,157,132.4
6324,23,4371,566,132.81
9448,40,9676,554,53.55
3757,90,3234,524,169.26
3654,54,6277,226,154.92
3532,89,5915,534,51.1
2151,20,9306,86,18.42
1827,49,6835,58,32.31
2224,25,1070,622,153.61
7019,18,8983,952,115.86
7068,28,870,304,18.35
4348,60,2457,992,184.6
3007,6,4626,117,25.58
3588,39,8522,433,191.59
8215,26,5106,130,147.78
9650,49,6494,221,21.25
9969,78,3162,532,85.8
786,95,515,246,25.05
3006,52,5197,612,29.57
3913,3,8815,291,95.34
9403,58,1164,162,90.71
4441,61,4903,795,177.09
9362,11,658,831,150.14
8498,95,5083,260,178.56
6089,12,3868,185,74.5
5572,58,7351,659,31.27
5097,78,4075,996,140.3
2829,26,3090,203,164.54
7835,33,7380,880,162.84
3730,73,5654,40,178.64
6377,62,3373,344,95.49
6448,62,1682,50,144.11
1800,23,4405,417,75.7
6527,38,1957,280,59.23
5642,93,3195,386,37.09
1739,60,5497,147,134.68
2382,70,2537,136,191.39
2157,49,4485,22,111.74
3935,70,8284,503,149.31
8818,50,2798,714,157.53
9177,18,7119,38,107.31
9472,33,123,439,56.54
6557,86,5953,101,195.98
3924,90,1486,898,123.54
6744,15,5637,338,144.46
6005,88,6878,390,96.98
4536,78,3690,219,114.67
4307,77,4862,52,189.03
3597,69,9595,182,126.66
4873,74,8879,758,66.86
7152,83,2773,622,99.29
3146,8,3776,896,169.97
6238,79,6055,605,191.58
1388,7,4003,308,32.02
9209,48,8978,342,190.93
6467,26,2403,694,39.28
881,51,2593,297,48.75
8962,62,8260,357,190.93
2155,54,3495,68,27.84
2295,47,1720,618,89.56
765,17,7643,489,97.09
7434,97,5548,42,151.28
3695,25,9237,587,27.58
8136,72,8907,391,117.24
9199,5,547,463,191.05
1406,30,7946,226,13.84
2392,5,9943,265,102.28
6962,41,3407,238,39.28
1984,38,1351,672,88.65
4901,96,9071,278,96.83
7498,31,7497,610,21.86
5497,27,8097,549,63.09
892,44,3594,780,84.09
4036,26,9353,942,179.27
9384,72,456,639,49.93
3926,40,9659,341,73.34
2565,40,2113,535,156.85
4100,87,4202,135,197.16
1930,13,2450,452,47.21
4408,2,3388,155,51.61
8624,84,1179,934,28.05
5888,3,3214,31,182.22
1692,56,4280,133,154.2
3067,95,993,585,140.48
5697,65,6411,657,143.67
2645,20,2042,925,158.81
4973,47,1572,35,22.28
4048,79,6110,518,194.45
991,72,5205,548,43.8
5858,71,6043,678,40.42
6361,82,2610,60,181.7
3585,43,3087,136,97.75
3439,77,2383,329,26.17
1293,94,5547,892,190.09
7865,87,4530,704,145.8
1854,84,7353,558,171.93
7699,25,6609,525,104.63
5173,6,8005,145,62.52
8163,99,3165,675,18.92
9063,88,8328,571,186.93
1138,3,2936,91,188.1
3371,6,8702,447,17.49
3633,8,2380,875,133.19
577,69,4057,440,152.69
9330,52,4478,343,36.7
6437,6,2530,723,165.64
4875,6,2745,586,40.04
5231,99,9715,787,94.56
2532,36,5824,961,63.38
1016,63,8867,97,170.78
4679,99,4019,908,10.03
6938,76,9507,47,147.34
468,47,5249,289,145.3
4272,17,7671,818,134.19
8395,6,4796,51,51.35
3324,94,6133,498,45.38
8568,50,5206,454,198.85
3140,21,5828,512,11.76
669,35,7456,235,125.46
3075,8,3052,570,136.41
7624,97,9625,722,66.82
1940,56,4392,46,40.39
8204,48,3914,692,108.69
7990,6,2413,39,154.05
7162,94,1632,632,29.45
6106,18,3383,515,45.3
6497,59,3228,222,13.68
9639,44,849,288,156.12
2857,18,4456,974,103.46
3406,1,5119,708,135.29
5491,42,4995,368,57.8
1250,37,1224,430,41.56
2666,9,5564,960,161.23
7305,77,7208,810,42.68
1185,44,646,781,169.21
3444,17,6588,697,160.63
1223,59,6412,460,134.86
6405,100,7405,162,105.72
4078,66,2834,764,29.33
7660,30,800,901,115.72
8353,95,6923,860,15.08
2908,68,4491,524,196.46
3658,81,4460,136,136.19
9686,75,7646,514,62.9
1694,30,4417,95,187.99
1443,72,276,994,73.84
4288,35,6744,87,123.46
447,84,7758,850,186.18
6189,37,4263,932,50.36
1001,20,269,472,15.29
1255,93,5458,750,94.57
1129,39,4872,86,26.27
7100,78,6253,816,54.18
2938,43,3597,243,155.8
1338,45,5117,286,44.57
4676,12,3913,264,13.03
8535,88,838,892,60.33
8169,48,3279,494,53.92
3693,64,2,489,51.26
513,60,6613,504,86.62
2029,8,2215,493,32.73
9940,56,4389,235,184.85
7620,6,4994,466,161.54
7723,62,129,637,70.94
3148,91,8818,956,103.61
5416,59,669,344,156.18
1226,86,6643,377,108.74
5213,33,9343,666,143.75
6471,36,7855,10,162.42
5364,18,7297,444,155.18
1208,33,3331,309,88.33
8875,53,6395,324,125.07
7854,84,1895,941,41.96
836,87,653,847,10.63
4731,38,8271,186,21.0
2496,34,5732,155,169.33
5032,56,6521,357,31.05
4734,23,9022,226,145.03
439,71,7081,784,168.4
8424,69,5419,672,39.72
7776,97,8682,597,46.33
9679,50,4846,656,187.76
508,41,5851,710,190.81
5080,9,5910,410,34.54
7027,82,8268,399,153.41
3220,81,9195,60,174.66
8824,96,5939,418,141.09
877,86,3554,231,11.93
6041,6,4277,988,180.99
7745,86,8202,592,32.89
7780,59,7396,676,53.6
1550,6,3426,993,100.53
4,65,6106,509,170.86
1652,10,6269,798,101.45
5651,69,6654,423,120.07
2077,34,8408,985,114.99
3284,5,8418,609,119.44
4217,18,4508,310,127.42
3608,23,2736,807,139.19
6371,48,5586,961,84.05
9690,98,9994,53,48.53
1340,23,769,331,116.91
8839,81,2840,854,54.3
8119,33,28,896,103.95
3267,26,1637,481,53.59
4393,89,928,793,152.86
6383,13,4252,354,49.89
9282,28,6791,601,50.49
4918,37,5296,750,188.51
6619,43,3994,728,60.62
9229,89,8228,314,35.29
4979,13,5110,322,82.21
1541,35,7495,299,45.59
1663,31,4669,556,166.75
7705,1,1752,767,51.86
4518,9,7295,657,15.2
4170,25,9098,32,92.27
518,86,5759,337,122.99
220,64,1411,777,187.17
4908,39,3863,438,22.26
5926,32,4240,622,193.16
3333,10,98,750,133.43
7167,53,480,231,79.08
3527,44,3665,178,158.66
3410,32,8004,256,57.46
6112,8,9644,629,123.23
1228,10,7462,234,93.28
4736,98,7322,578,184.79
8255,42,5264,762,165.02
3111,79,4694,60,56.21
6967,20,5342,794,136.31
1502,21,4031,223,196.54
6554,79,6007,554,49.69
7665,74,263,435,40.75
3782,87,617,676,147.74
67,42,2190,608,29.88
9108,80,2923,228,188.89
1795,96,7004,687,178.15
5628,50,9887,334,106.72
4187,81,4455,84,73.8
3546,13,3104,581,199.84
6584,67,5438,102,166.64
6514,60,1769,270,167.61
2401,87,7551,988,86.43
8799,47,7333,975,12.57
7790,45,6621,576,157.83
4959,25,7772,478,123.33
3205,23,3460,640,42.63
2100,75,2823,412,177.17
8382,84,403,383,164.31
359,93,1143,176,178.79
5441,75,6675,435,181.3
6312,13,2735,320,81.5
9599,69,297,277,157.63
9459,83,637,697,68.46
1006,59,5034,661,43.75
1513,64,8919,999,31.19
7777,22,4387,660,21.98
8039,78,1391,875,111.47
4049,8,1373,131,158.72
1306,59,4274,876,38.2
3102,24,396,241,139.67
7754,15,3013,744,52.67
8612,99,9075,896,112.25
3050,81,3341,648,98.68
7943,27,5462,618,193.03
7398,66,4463,349,186.38
4225,42,9147,523,74.94
5063,58,8340,167,68.87
2060,68,360,918,83.96
8888,71,8174,422,13.75
4681,20,4426,918,87.34
2189,67,5302,467,166.57
6093,52,1568,40,189.6
3083,63,8974,144,105.29
5365,88,7479,89,177.67
2529,10,7929,235,160.45
3967,96,2717,891,25.47
6824,84,5566,783,35.72
9818,51,3222,952,140.2
8716,9,3200,303,25.82
9233,12,2760,876,24.68
9197,21,9220,481,60.1
1944,93,7108,307,151.55
7609,59,5768,50,178.0
1387,31,5325,493,48.56
9915,25,924,608,173.21
5270,63,693,497,91.64
8957,70,5556,74,16.04
9189,38,8772,944,85.41
3530,60,4258,978,149.22
9945,36,3988,29,97.38
4302,18,4047,830,121.63
7016,78,9078,338,68.38
184,15,8634,637,53.83
28,99,7023,582,41.19
4128,55,6819,421,96.82
9417,18,599,184,184.74
9784,66,2532,331,124.76
3483,35,8787,184,81.88
493,68,5000,484,18.16
3096,29,7103,250,191.17
2109,15,8173,817,14.93
3563,6,1918,854,150.61
3536,32,6117,971,102.95
839,58,7610,395,39.5
9660,62,9140,787,21.08
9161,23,5363,153,107.03
7203,75,7532,647,168.16
5327,47,3630,907,27.99
109,40,4495,651,126.17
3407,58,7012,998,12.85
4495,73,8175,724,198.94
390,67,9266,705,130.05
4739,89,2752,519,143.92
4305,65,2789,391,172.3
5768,66,1867,468,91.88
3733,49,2510,618,113.62
2031,47,8185,223,39.02
1205,60,3377,778,162.0
6348,38,2748,958,33.1
8636,88,6795,955,151.71
3433,37,1267,810,50.06
2225,22,8434,919,126.65
7008,55,3841,848,123.25
3808,81,400,505,160.49
8520,31,5677,341,121.04
3846,58,4613,620,143.81
7324,50,4768,33,96.81
7067,53,4000,123,114.29
9224,77,1697,532,125.55
7647,15,1887,176,130.08
8846,18,6702,9,74.74
6647,29,402,74,151.65
3024,6,5303,157,92.24
4928,36,8531,901,184.06
318,58,9962,663,42.16
1972,86,1395,97,156.95
4521,24,630,734,180.45
3057,79,3429,369,129.98
56,96,1109,371,41.66
9216,80,6170,970,178.83
6019,80,551,260,159.6
1344,88,7409,832,153.36
7214,85,2151,503,176.82
8401,84,2604,368,48.99
7968,39,9681,692,32.23
1354,57,6578,250,185.52
1101,80,1006,366,83.38
6323,31,2103,958,115.61
2717,88,6635,153,52.27
6281,8,2264,378,176.74
9453,44,998,857,102.53
5811,39,979,884,82.97
6949,42,3772,462,98.42
6960,45,8538,844,176.22
8468,86,6834,434,132.06
378,41,6695,579,173.85
6451,19,3821,909,80.5
7637,55,6930,681,129.21
728,91,4651,339,43.85
6264,12,9785,356,78.94
3973,27,9711,960,54.78
2779,65,300,151,195.69
399,58,3137,65,115.43
2290,77,79,764,167.98
1915,38,2835,496,142.83
8282,19,8750,580,122.27
2311,51,6900,809,120.43
234,57,8616,753,45.54
7213,94,2671,664,110.47
8449,91,355,957,82.36
4978,45,7986,934,22.25
2641,83,7887,924,75.53
8461,69,8883,326,96.0
339,64,4816,360,144.86
8960,55,9743,866,11.21
7881,11,9948,726,198.55
313,58,3602,663,109.11
4938,9,3909,704,71.96
3288,89,5188,487,61.1
3488,43,8027,872,36.95
4531,43,7688,393,187.68
4697,26,2754,884,164.07
4046,99,1000,983,190.55
225,24,4646,40,39.88
5635,84,5696,215,177.17
8826,96,6069,93,188.54
5427,92,1130,750,184.79
4896,46,6330,450,93.42
6737,82,6335,577,87.61
147,86,6426,294,24.2
8356,42,1650,988,34.95
7005,65,7466,156,97.98
9408,80,6343,723,98.72
4212,17,1717,25,131.89
8674,8,5237,939,56.78
4317,84,7385,891,19.68
7459,5,3114,662,160.25
6675,10,6087,126,14.06
333,17,7537,938,145.4
6208,53,6302,173,134.56
3011,17,4237,698,175.14
4175,93,9399,258,60.33
2690,87,114,905,52.61
451,41,1615,794,94.31
8312,47,8429,171,79.3
5001,62,8496,195,104.84
8099,86,5820,395,24.6
1383,63,9966,468,191.7
4509,95,3012,64,94.13
7044,72,911,939,193.71
2420,46,4864,557,22.6
6909,99,4654,688,194.91
3982,41,1586,266,26.89
1492,11,7923,924,16.83
1879,46,4645,715,179.52
6798,98,7136,152,111.93
2122,17,7093,118,131.35
1350,93,1281,730,35.7
6107,57,3939,57,116.37
5574,59,548,438,70.53
8383,93,976,934,58.79
7728,75,4656,204,126.53
2860,9,1722,772,24.42
2377,56,3969,93,76.15
4235,18,1511,634,133.83
2116,89,1728,522,28.66
7018,61,5975,68,184.24
9890,40,3159,848,32.43
632,52,9512,467,84.52
5934,53,948,556,162.27
8746,20,5420,983,105.99
6439,13,3057,491,152.71
3677,17,4078,613,32.52
7874,63,754,147,124.53
2619,25,7128,162,98.38
7015,10,9219,485,28.49
2793,20,5143,283,47.17
9598,13,7718,637,137.22
6370,43,6665,221,123.86
4671,58,1223,247,68.07
6488,90,5328,327,105.3
8512,95,3583,720,185.71
7502,58,853,284,56.71
834,97,7564,18,175.51
3283,65,3093,479,80.38
8679,19,2088,675,121.82
1653,14,2824,274,145.27
8558,63,2722,766,186.56
6735,35,8259,691,99.64
9582,96,6615,949,65.95
1894,51,9020,188,183.9
3714,49,8342,968,82.32
5891,92,2911,650,36.92
5559,65,5062,131,173.43
1565,94,6969,986,34.6
7744,14,2842,534,182.42
1210,21,1327,710,88.59
4253,45,2970,78,36.74
7237,11,2699,812,105.23
497,2,7000,31,197.07
996,27,4124,468,178.66
5871,71,1854,652,124.99
5011,98,9593,131,31.01
1989,65,2621,32,56.7
8374,57,2686,805,104.63
783,12,6016,185,31.46
3642,51,7414,291,74.13
7832,14,7349,513,159.94
1953,86,8133,264,19.84
3264,58,6527,801,118.46
6415,55,7358,911,132.77
8895,20,9426,744,31.19
713,73,4268,483,180.13
2305,56,7290,30,168.96
7127,74,4108,454,23.56
5640,90,5178,629,101.11
5353,86,5533,588,119.93
7413,94,9249,776,18.39
7201,98,1448,696,127.54
4945,50,7797,564,178.53
8093,46,6074,475,89.36
1599,48,3586,539,20.68
8008,65,3045,242,195.89
8529,91,3192,492,111.25
7454,30,5482,69,188.15
2184,32,2896,257,11.48
562,76,2826,749,85.11
4637,69,5138,742,125.31
2452,61,9874,827,73.41
9995,86,4663,736,149.86
2514,42,4051,316,178.2
1745,48,9464,426,18.62
8181,95,7583,194,33.42
4472,86,5389,855,194.45
8460,15,6725,728,67.33
4610,94,1365,805,122.1
4821,47,2114,882,11.64
6876,66,895,549,118.11
4379,12,8520,451,120.42
6117,80,9042,804,105.77
4340,37,7157,168,24.05
2425,98,6276,881,119.66
7796,70,2252,683,157.61
3393,50,4514,997,104.98
9850,84,9543,703,16.84
6681,90,1318,657,119.44
6836,40,4012,995,48.67
7770,84,5352,755,61.81
8426,12,6272,428,45.68
2244,19,7595,357,199.47
9817,69,3033,306,17.84
7548,2,7701,232,157.56
9136,43,3440,135,104.08
1747,21,232,390,107.58
7653,90,7788,321,70.02
6087,76,3686,858,131.38
9359,65,4943,339,67.96
4595,42,5403,557,91.55
5591,80,69,121,132.87
1686,55,6757,44,24.23
8573,38,2478,871,118.33
2426,67,7770,593,117.23
5413,51,6602,693,23.27
9740,37,5865,285,32.8
9857,72,9627,829,135.18
4919,45,4861,452,91.24
1814,61,7538,498,108.57
5825,40,5109,135,134.19
9776,21,906,690,90.96
3933,85,1165,180,155.38
7878,14,8512,202,32.63
9099,73,992,667,25.74
8231,72,5073,363,36.4
5317,84,1771,793,18.44
720,53,2965,553,167.95
2985,74,1608,589,70.4
4411,5,8380,120,192.94
6059,23,1816,896,177.57
2561,41,891,178,71.85
6139,78,7752,381,70.84
1658,62,1945,928,192.74
2790,38,3751,415,78.23
1660,46,7514,450,22.61
2808,42,5902,152,167.28
1317,70,3667,339,133.19
4505,40,5494,275,150.39
6411,81,5963,764,150.92
1301,29,9680,248,96.36
8561,57,4732,301,175.27
1830,40,1171,374,16.69
5487,17,6331,116,103.8
4757,19,3520,886,116.13
4960,16,6246,194,86.84
3748,75,331,481,62.11
7851,49,4684,819,46.53
4390,52,3208,607,184.88
3177,2,921,752,99.02
3318,32,827,987,111.05
4440,96,3716,318,18.06
9133,68,290,557,92.12
3234,71,4061,952,86.16
3880,73,5557,869,78.19
5937,83,2700,62,12.62
9000,51,6436,913,154.95
7837,89,7071,281,14.23
3136,83,1049,722,138.84
7144,43,8856,630,25.96
5750,97,5839,752,123.12
9987,7,4475,590,174.78
406,20,9537,360,16.69
2729,50,1819,273,86.84
9013,33,4652,971,57.86
1245,3,9834,525,38.34
1270,51,7069,141,98.27
5189,88,7340,34,47.06
9635,16,1403,94,140.83
3224,88,7871,473,36.59
9352,18,183,984,51.59
5908,37,2508,310,160.97
1786,23,7314,783,69.43
4954,6,5198,313,187.41
9907,89,5992,461,180.52
6156,88,1236,579,188.35
6088,6,7250,967,126.89
7147,58,3998,868,18.05
1012,90,5770,347,23.04
3244,74,7915,790,55.58
8294,74,8245,343,167.89
4389,79,5064,638,36.87
7108,89,9076,408,103.53
8301,92,4285,240,59.66
346,43,1039,666,93.78
7075,99,8406,210,93.98
715,100,8708,390,199.77
2706,67,27,258,86.35
4719,41,6792,698,110.09
4596,57,8498,67,35.96
5440,34,8093,851,89.65
8350,40,7216,755,164.65
7797,100,5795,673,47.51
9175,64,8615,439,124.89
9772,52,9070,587,113.57
8016,62,2160,918,91.13
6350,82,931,987,109.04
3184,37,9753,309,61.07
2999,38,5411,513,166.91
2469,67,4425,594,92.41
1109,25,7277,397,74.72
3085,10,4595,122,112.74
3065,31,8913,707,66.95
9789,56,8874,807,124.91
9134,55,8511,862,27.44
9227,55,3404,871,138.35
7885,39,2707,560,21.94
9482,43,6465,578,164.18
9380,99,3498,251,74.35
2780,97,5469,703,96.17
1535,16,257,220,31.84
2042,44,9819,972,71.55
7467,94,7777,301,95.7
1263,25,5022,926,88.26
4761,28,96,519,164.39
9301,49,1639,618,195.98
3163,89,350,704,26.02
8281,14,8926,669,104.33
7804,25,6079,187,137.49
7842,98,9958,525,146.87
7487,51,7268,232,145.33
3790,30,8190,576,35.66
7558,44,6226,920,144.57
5211,68,6025,534,47.06
1303,13,366,383,118.02
971,91,8337,184,39.93
776,6,5688,373,196.0
8909,84,5102,840,155.59
4172,36,3149,56,165.71
9603,34,6547,714,124.59
2694,36,8307,40,179.28
8920,21,6014,877,90.06
2889,29,9826,502,138.42
3646,99,4786,304,121.91
6122,93,9748,209,140.83
1961,97,8652,647,101.28
9489,44,682,596,26.12
9653,38,9709,537,56.38
9807,88,8979,441,51.07
2623,2,4705,569,140.7
2772,62,2367,431,64.41
4794,90,5186,787,13.04
3950,92,3166,783,26.32
2629,10,3710,935,166.87
2380,26,5465,17,68.39
841,48,4068,778,10.72
3942,84,2966,964,82.97
379,83,8794,377,82.67
8437,91,1821,36,199.68
7512,4,9701,832,148.49
4138,27,7872,235,50.35
4888,5,7994,150,181.89
132,77,5592,620,187.09
7049,68,5634,748,101.62
5710,48,8295,715,38.18
3131,40,1904,92,72.97
3364,87,1094,776,170.18
4783,96,3021,149,149.2
1512,27,8386,412,55.82
1813,50,4118,953,153.67
667,78,8080,649,70.79
512,20,3523,586,96.49
5586,91,9466,516,147.32
483,79,7024,802,101.0
6269,31,8183,112,154.61
1625,69,4956,624,152.33
3411,23,2199,585,134.83
1884,89,8898,757,172.68
6804,21,1202,967,187.71
9981,61,3001,960,157.75
9594,100,7200,297,25.62
741,82,9519,923,194.3
2351,10,9449,531,15.81
165,87,3140,980,81.03
6194,95,5740,836,133.32
9196,33,9713,698,172.89
6166,77,3480,91,71.6
5385,39,5545,885,47.45
9012,8,7618,626,96.44
1382,52,1557,186,194.22
8286,5,7096,48,67.48
5683,33,8514,103,195.52
3509,26,1501,99,92.2
7981,85,8404,198,112.24
2915,82,5807,822,25.2
4355,11,5114,93,163.84
5296,15,694,55,147.26
2799,63,7241,878,90.96
2221,26,6225,43,190.54
6805,85,7854,751,190.48
9642,25,9276,176,193.93
2947,56,5549,979,61.1
334,90,5472,140,191.49
6793,83,9631,965,109.24
7142,84,5199,899,175.04
6521,13,9591,266,98.56
4088,75,8456,804,30.8
3055,7,319,89,109.92
2639,73,102,546,101.75
2021,72,7530,211,17.3
7869,33,1016,324,82.36
8685,43,3,744,28.79
5972,5,3500,587,191.32
3494,56,7992,336,151.56
2900,83,3125,568,100.35
1472,92,6472,33,16.91
4828,47,8841,862,165.09
4329,61,214,173,147.67
8615,7,7017,262,22.18
6516,23,2900,690,192.36
7856,3,6518,634,47.88
7755,67,8763,233,193.98
5649,23,9467,961,69.25
9528,100,177,383,93.81
576,94,8813,869,41.87
6985,46,8532,181,194.54
3255,87,9643,125,164.77
4694,72,5762,572,49.84
903,59,3452,410,79.15
4687,46,2651,347,117.61
3259,45,9598,165,52.63
377,31,5169,834,79.97
9425,100,155,853,105.74
4848,35,966,523,26.81
5253,48,3660,53,129.13
4706,41,52,580,118.73
6343,93,1497,826,138.19
7661,80,9980,116,142.54
4162,60,7490,352,67.34
8669,56,4621,190,162.31
2451,57,7694,276,95.12
8138,83,4552,34,17.52
2003,23,1711,648,103.2
6523,80,1261,535,64.52
5879,37,6817,620,55.02
6492,5,7608,922,138.72
4274,35,9187,278,95.69
3841,13,5088,452,87.93
1305,59,3836,702,75.66
3940,72,5498,192,45.81
9467,43,1767,566,133.75
6776,63,6402,483,169.38
8701,55,6140,414,142.59
7749,64,3316,376,149.92
2446,61,7636,635,30.18
2818,54,3720,171,157.22
2576,50,1574,33,116.26
7397,33,7118,445,42.3
3986,83,7179,223,101.84
4788,25,1175,480,82.39
8273,62,5903,51,24.27
6901,72,347,388,167.56
7112,25,7369,116,60.28
2270,46,5346,529,149.52
8249,11,8545,254,52.08
3687,20,3462,439,114.03
352,27,3639,195,146.72
8,72,2694,989,39.48
3978,80,372,336,77.89
7572,8,9578,412,108.79
6566,58,258,642,124.21
1815,36,7474,747,158.74
7351,92,454,179,95.7
6698,44,7156,56,199.46
8369,94,3348,470,189.36
5741,21,7908,443,108.63
5208,81,5387,217,128.91
3109,5,3068,979,31.53
4167,25,9697,532,123.57
7228,45,1934,252,93.13
9147,43,1396,302,94.51
6903,53,3596,675,34.27
6759,95,9401,14,17.03
5040,38,8200,747,71.28
6394,29,3784,838,110.63
8637,81,3980,473,56.08
4592,24,5322,177,27.44
8209,1,9281,16,97.28
4320,66,945,52,176.76
4099,50,4720,371,68.3
5102,10,9380,750,18.43
4377,80,9808,447,120.71
596,6,2047,166,74.71
9006,8,7927,543,189.14
2678,27,7629,429,90.51
3297,61,796,19,152.17
536,40,4733,233,175.72
3821,10,9369,7,167.79
4292,5,5250,302,45.07
4750,79,3080,780,198.54
4849,6,2750,281,73.6
4528,35,1334,628,187.58
1903,4,8076,543,21.95
9683,13,1494,616,195.44
3965,76,5435,729,56.78
8023,46,1837,326,84.65
743,48,312,682,45.64
2249,47,1505,381,72.03
6617,95,5447,735,113.64
9667,16,1540,948,81.92
2132,56,9332,819,162.2
9624,44,7522,804,27.75
8164,46,3303,244,187.92
1469,40,1515,459,128.1
1560,59,4839,273,19.8
8742,71,7767,425,90.53
9544,97,5918,445,79.92
9659,89,3292,319,39.43
4146,73,1962,395,43.72
7464,3,1385,345,88.35
5439,91,9268,927,106.32
9712,52,7393,412,72.48
4061,55,9110,545,139.8
606,26,8476,2,145.68
7417,92,5883,460,45.66
6104,48,3131,868,72.49
1498,89,9751,336,97.62
482,77,5805,455,48.11
3744,75,959,821,157.43
8087,43,1729,82,127.52
1490,15,9647,693,32.0
9939,71,4644,200,84.93
1780,65,9307,95,93.81
9295,60,7863,497,191.82
5013,74,1754,507,163.69
5480,1,6597,827,158.72
8694,27,880,433,197.56
812,31,4691,192,42.22
2161,93,805,108,182.68
1470,80,2341,260,22.8
356,75,1676,777,180.42
9406,73,3260,546,110.0
7977,87,5960,338,133.76
9880,19,9490,680,84.91
2068,73,765,374,190.85
9614,66,2853,430,198.7
3953,22,7271,752,173.55
4383,27,3022,486,127.45
6267,71,4647,422,182.71
414,5,6614,282,57.25
7672,98,2191,588,190.77
5816,80,8442,355,157.53
1314,58,1794,669,55.08
8068,59,6470,491,154.62
1644,97,4597,274,12.17
4722,31,4241,441,102.0
2266,76,2099,716,97.33
3906,82,6199,626,57.14
4578,16,7311,304,22.72
9180,2,2729,500,59.02
5537,40,3873,158,126.67
1702,71,6700,628,142.27
3068,2,6205,174,82.63
6570,10,6837,148,99.85
2913,45,4201,80,148.64
725,62,3738,302,58.13
1752,63,4437,106,128.1
5473,98,5745,54,190.77
3683,9,9633,846,196.53
5212,41,923,368,136.55
2747,67,1177,991,176.1
5424,31,5792,861,182.95
5340,74,212,413,27.6
1442,34,8643,84,136.12
1182,49,2720,105,122.35
9486,24,6206,412,75.15
6816,80,6088,133,126.75
3916,35,326,23,78.96
9469,55,21,2,119.63
174,38,2279,158,73.01
425,97,1902,356,58.28
8144,75,7304,596,114.89
737,32,2276,301,115.72
487,62,5890,345,69.71
6313,90,778,299,97.79
917,88,6761,175,172.58
1408,9,8398,602,136.96
1968,79,6820,792,141.51
9524,3,2097,82,24.52
3230,62,4229,874,69.5
7105,98,8670,710,20.95
9566,23,4515,978,161.56
1159,14,9695,25,58.45
6325,37,2716,294,109.02
4905,20,6185,710,48.4
3732,46,2328,154,95.64
1015,96,399,621,171.26
9832,88,501,123,87.96
907,91,4431,396,71.85
7134,17,2733,663,85.74
2188,95,3875,840,71.4
5523,98,4444,111,103.04
2052,29,1251,232,60.24
2750,8,1349,514,58.29
4699,40,5039,691,57.42
2207,31,6608,564,13.41
2512,55,4264,722,68.45
6358,70,833,600,159.53
4023,39,107,202,199.66
9244,2,8584,273,10.8
5368,23,8,398,183.22
4478,100,1451,402,181.78
2027,5,9162,227,170.56
3089,27,1594,143,131.19
6403,30,2850,656,78.93
9960,100,1199,187,174.89
8053,22,5262,96,36.06
90,62,9351,847,78.8
9222,26,4468,480,53.5
2373,31,7133,584,117.11
8574,97,409,793,127.99
9882,29,4126,212,188.8
8480,58,5847,171,33.33
1682,80,6457,323,37.98
9131,55,4898,45,90.56
9912,96,2790,880,49.08
4940,79,5385,253,82.66
899,88,8040,125,150.86
6353,20,4058,559,178.5
7891,20,3189,375,92.85
6111,77,3598,937,14.04
8298,100,2209,35,192.1
4106,10,8486,355,65.66
6329,16,1225,799,74.33
